ID,TL,TL_Desc,HS6,HS6_Desc,Sector_Code,Base_Rate,Base_Rate_Alt,Final_Year,TLs_Per_6_Digit,Staging_Basket,TRQ_Quota,TRQ_Note,Tariff_Eliminated,Product_Type,Pending_Data,Ag_ID,PartnerName,ReporterName,StagingBasket,StagingBasketId,Num_MAR_Columns,PartnerStartYear,ReporterStartYear,PartnerAgreementName,ReporterAgreementName,PartnerAgreementApproved,ReporterAgreementApproved,Rule_Text,Link_Text,Link_Url,QuotaName,ProductType,Y2004,Alt_2004,Y2005,Alt_2005,Y2006,Alt_2006,Y2007,Alt_2007,Y2008,Alt_2008,Y2009,Alt_2009,Y2010,Alt_2010,Y2011,Alt_2011,Y2012,Alt_2012,Y2013,Alt_2013,Y2014,Alt_2014,Y2015,Alt_2015,Y2016,Alt_2016,Y2017,Alt_2017,Y2018,Alt_2018,Y2019,Alt_2019,Y2020,Alt_2020,Y2021,Alt_2021,Y2022,Alt_2022,Y2023,Alt_2023,Y2024,Alt_2024,Y2025,Alt_2025,Y2026,Alt_2026,Y2027,Alt_2027,Y2028,Alt_2028,Y2029,Alt_2029,Y2030,Alt_2030,Y2031,Alt_2031,Y2032,Alt_2032,Y2033,Alt_2033,Y2034,Alt_2034,Y2035,Alt_2035,Y2036,Alt_2036,Y2037,Alt_2037,Y2038,Alt_2038,Y2039,Alt_2039,Y2040,Alt_2040,Y2041,Alt_2041
349091,"88023000","Aeroplanes and other aircraft, of an unladen weight exceeding 2 000 kg but not exceeding 15 000 kg","880230","AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG","AERO","0",,"2005",1,6,,,,1,false,,"United States","Australia","Immediate",6,10,,"2005","United States","Australia",,true,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349090,"88023000","Airplanes and other powered aircraft, nesoi, with an unladen weight over 2,000 kg but not over 15,000 kg","880230","AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG","AERO","0",,"2005",1,6,,,,1,false,,"Australia","United States","Immediate",6,10,"2005",,"Australia","United States",true,,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349093,"88024000","Aeroplanes and other aircraft, of an unladen weight exceeding 15 000 kg","880240","AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG","AERO","0",,"2005",1,6,,,,1,false,,"United States","Australia","Immediate",6,10,,"2005","United States","Australia",,true,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349092,"88024000","Airplanes and other powered aircraft, nesoi, with an unladen weight over 15,000 kg","880240","AIRPLANES AND OTHER AIRCRAFT NESOI, OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG","AERO","0",,"2005",1,6,,,,1,false,,"Australia","United States","Immediate",6,10,"2005",,"Australia","United States",true,,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349094,"88026000","Spacecraft (including satellites) and suborbital and spacecraft launch vehicles","880260","SPACECRAFT (INCLUDING SATELLITES) AND SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES","AERO","0",,"2005",1,6,,,,1,false,,"United States","Australia","Immediate",6,10,,"2005","United States","Australia",,true,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349095,"88026030","Communication satellites","880260","SPACECRAFT (INCLUDING SATELLITES) AND SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES","AERO","0",,"2005",2,6,,,,1,false,,"Australia","United States","Immediate",6,10,"2005",,"Australia","United States",true,,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349096,"88026090","Spacecraft, including satellites (o/than communication satellites), and suborbital and spacecraft launch vehicles","880260","SPACECRAFT (INCLUDING SATELLITES) AND SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES","AERO","0",,"2005",2,6,,,,1,false,,"Australia","United States","Immediate",6,10,"2005",,"Australia","United States",true,,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349097,"88031000","Parts of airplanes and other aircraft, propellers and rotors and parts thereof","880310","PROPELLERS AND ROTORS AND PARTS THEREOF, FOR BALLOONS, GLIDERS, OTHER AIRCRAFT AND SPACECRAFT, ETC.","AERO","0",,"2005",1,6,,,,1,false,,"Australia","United States","Immediate",6,10,"2005",,"Australia","United States",true,,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349098,"88031000","Propellers and rotors and parts thereof","880310","PROPELLERS AND ROTORS AND PARTS THEREOF, FOR BALLOONS, GLIDERS, OTHER AIRCRAFT AND SPACECRAFT, ETC.","AERO","0",,"2005",1,6,,,,1,false,,"United States","Australia","Immediate",6,10,,"2005","United States","Australia",,true,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348790,"88032000","Parts of airplanes and other aircraft, undercarriages and parts thereof","880320","UNDERCARRIAGES AND PARTS THEREOF, FOR BALLOONS, GLIDERS, OTHER AIRCRAFT AND SPACECRAFT, ETC.","AERO","0",,"2005",1,6,,,,1,false,,"Australia","United States","Immediate",6,10,"2005",,"Australia","United States",true,,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348791,"88032000","Under-carriages and parts thereof","880320","UNDERCARRIAGES AND PARTS THEREOF, FOR BALLOONS, GLIDERS, OTHER AIRCRAFT AND SPACECRAFT, ETC.","AERO","0",,"2005",1,6,,,,1,false,,"United States","Australia","Immediate",6,10,,"2005","United States","Australia",,true,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348792,"88033000","Parts of airplanes and helicopters, nesoi","880330","PARTS OF AIRPLANES OR HELICOPTERS, NESOI","AERO","0",,"2005",1,6,,,,1,false,,"Australia","United States","Immediate",6,10,"2005",,"Australia","United States",true,,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348124,"88033000","Other parts of aeroplanes or helicopters","880330","PARTS OF AIRPLANES OR HELICOPTERS, NESOI","AERO","0",,"2005",1,6,,,,1,false,,"United States","Australia","Immediate",6,10,,"2005","United States","Australia",,true,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348577,"88039000","Other","880390","PARTS OF BALLOONS, DIRIGIBLES, GLIDERS, OTHER AIRCRAFT, SPACECRAFT (INCLUDING SATELLITES), AND SPACECRAFT LAUNCH VEHICLES, NESOI","AERO","0",,"2005",1,6,,,,1,false,,"United States","Australia","Immediate",6,10,,"2005","United States","Australia",,true,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348578,"88039030","Parts of communication satellites","880390","PARTS OF BALLOONS, DIRIGIBLES, GLIDERS, OTHER AIRCRAFT, SPACECRAFT (INCLUDING SATELLITES), AND SPACECRAFT LAUNCH VEHICLES, NESOI","AERO","0",,"2005",2,6,,,,1,false,,"Australia","United States","Immediate",6,10,"2005",,"Australia","United States",true,,"A change to subheading 8801.10 through 8803.90 from any other subheading.",,,,"Industrial/Textile",,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
